id,year,group,points,problem_number
20_56_p2_04975d09-2457-42ff-8dc3-7ce9b5537523,2020,5-6,4,11
20_56_p3_6ffb478b-3b41-4b52-ab3e-7d6261762475,2020,5-6,4,15
20_56_p3_401bb7ae-c2ac-4781-9b59-55397ba7d5d9,2020,5-6,4,16
20_56_p3_1145d12c-d3bb-4c0b-929d-3ed90250b57a,2020,5-6,5,17
20_56_p4_9ea4980a-b9c3-4e7e-85fc-d8f697ccdd10,2020,5-6,5,21
20_56_p4_2e736f10-203c-4692-984c-94fac909c62b,2020,5-6,5,23
20_78_p1_41dc6900-3a7d-44f3-8467-ecbdb96022d6,2020,7-8,3,5
20_78_p1_3e04fe96-52bc-40fc-b4ae-9b1e4caf6498,2020,7-8,3,7
20_78_p2_89f8b879-9f7b-480c-8088-4bdbcd02950c,2020,7-8,3,9
20_78_p2_d3de132e-ea17-4480-9909-69ee4931f6ec,2020,7-8,4,15
20_78_p3_10334efc-b6f7-4f09-9dd8-4cf3e6d50cd9,2020,7-8,4,17
20_78_p3_ead27335-d945-44dd-878d-9e58948a056f,2020,7-8,4,18
20_78_p3_315f530a-eb50-409a-ab0e-4cbc176e38fa,2020,7-8,4,19
20_78_p3_15a40ac4-e2a5-4aa6-8c46-90a785ebc6a2,2020,7-8,4,20
20_78_p3_f661268f-8be3-4ad1-bbf7-f8cf15d45059,2020,7-8,5,22
20_78_p4_ae27b6e0-0008-4903-8af3-de51c363f083,2020,7-8,5,25
20_78_p4_f2b1e9b2-8be7-4ed0-9541-b3bce478af03,2020,7-8,5,26
20_910_p1_9cf41e75-8a45-4bec-8c72-de0ec1c21936,2020,9-10,3,2
20_910_p1_b7f54cb6-9656-4d8c-8f52-859b66b1d3c2,2020,9-10,3,4
20_910_p1_58d3f270-2dc1-407a-898c-a3b86e076fa5,2020,9-10,3,6
20_910_p2_3a892856-97bb-4d8f-885f-d8057b8d1174,2020,9-10,3,7
20_910_p2_38a630fc-c001-4cfc-817d-3388400de86f,2020,9-10,3,9
20_910_p2_6ff68c52-2012-4709-828d-36b430094ad2,2020,9-10,3,10
20_910_p2_0f2c7a40-1553-4774-9a66-b0bdfae22a38,2020,9-10,4,11
20_910_p2_aebebf32-557f-47db-9c88-4b3fe82ceb4b,2020,9-10,4,14
20_910_p3_dbc2d697-7f1d-431e-bc18-638cd15bb322,2020,9-10,4,17
20_910_p3_58b3e934-ce99-4557-859f-7a1d5bd4f054,2020,9-10,4,20
20_910_p3_7080a82b-8b7b-47d4-82bc-f89eb28b5c0e,2020,9-10,5,23
20_910_p4_73794269-1954-45c1-928a-40135d0b7f95,2020,9-10,5,27
20_910_p4_59b83365-c0ab-4954-84de-9219733a3971,2020,9-10,5,29
21_1113_p1_92e0f067-beec-42da-b433-c6becbac0d41,2021,11-13,3,2
21_1113_p1_b894a85d-4653-4b80-b40c-03ebf4a51a9d,2021,11-13,3,7
21_1113_p3_293fb38b-624a-4130-bd9c-2ecad950a336,2021,11-13,4,17
21_1113_p3_a45206a4-6d53-4e07-87b2-0821f610d8be,2021,11-13,4,18
21_1113_p3_0f90e8fe-ac47-4ef0-87e3-1158b3dae77e,2021,11-13,4,20
21_1113_p3_0bdc1f43-14e8-4225-93a6-8e59926ab58a,2021,11-13,5,22
21_1113_p3_059b398c-05c1-478f-9b34-71c84b36988a,2021,11-13,5,23
21_1113_p4_b9f2fff5-a300-4f45-82b1-4d86db4d2d28,2021,11-13,5,24
21_1113_p4_fc2b93fe-88f4-4107-ad2c-44a0bc177ac1,2021,11-13,5,26
21_1113_p4_2a4c7932-719b-4c90-a36e-c767eea26c88,2021,11-13,5,27
21_1113_p4_38a20550-f25c-4d2a-8178-8a821f0e032c,2021,11-13,5,28
21_1113_p4_0a6f793f-1984-401b-8c06-2c71458408be,2021,11-13,5,30
21_34_p1_7c4706b0-7754-4967-bda8-6ae072e8c5c4,2021,3-4,3,3
21_34_p1_bf9ad19e-c679-44e9-9c23-a50c4422379b,2021,3-4,3,4
21_34_p2_24f06617-559e-46c6-927e-6eb614bd345f,2021,3-4,3,7
21_34_p2_88f7a75a-aec9-4a56-84f1-60c24a927c1b,2021,3-4,3,8
21_34_p2_34dc0d12-cbee-4679-8ee4-4154fd63f8fe,2021,3-4,4,9
21_34_p2_374031ad-4ce6-4789-9e6e-0342e9c42008,2021,3-4,4,12
21_34_p3_8f405d87-7db6-4827-b25c-6d1288bceb83,2021,3-4,4,14
21_34_p3_51247c4a-0dd4-4511-80ef-6c820c5e8228,2021,3-4,5,17
21_34_p4_36ab0af3-f2a4-4402-b812-0130f8cc09ad,2021,3-4,5,19
21_34_p4_68eb0f53-a931-44f1-859e-a6d2d53a7dba,2021,3-4,5,22
21_56_p1_48357d39-87dd-42c8-8270-96a64d9d256f,2021,5-6,3,2
21_56_p1_7b9a27b1-3924-45c0-8720-eef629f1f798,2021,5-6,3,3
21_56_p1_51896667-3c36-4255-bceb-24abc117fea0,2021,5-6,3,4
21_56_p2_be1e1afc-a1e2-40b2-8de2-2bfd02f62368,2021,5-6,3,7
21_56_p2_1ead3faf-2bec-49cb-aa4a-88a38b01f3ae,2021,5-6,4,10
21_56_p2_8130adc8-5213-4903-abaf-81aa9266c011,2021,5-6,4,11
21_56_p3_2d6c4e51-8a2f-4071-bc26-08a9fb759dc4,2021,5-6,4,14
21_56_p4_222c7655-35e5-495d-9e96-e10439a4b0f1,2021,5-6,5,19
21_56_p4_de28633e-c181-4240-9a0c-3dd44138a142,2021,5-6,5,22
21_56_p4_c68242c4-b4ae-4a49-ac76-3d3b9a2fbd81,2021,5-6,5,24
21_78_p1_8ab524da-5431-4526-97a6-fb3954e3beac,2021,7-8,3,4
21_78_p1_8c2147a0-7863-49f9-86ee-1ea3f9f3e569,2021,7-8,3,6
21_78_p2_915ec4c2-a524-4643-b646-13eb09d31322,2021,7-8,3,10
21_78_p2_09ae4f19-ad8d-4359-8d20-f701e729116e,2021,7-8,4,14
21_78_p2_4f2cfb94-30ad-4e60-99e3-3ba25731825a,2021,7-8,4,15
21_78_p3_8e4c3413-3b0d-4e5e-b2de-4a67cf170091,2021,7-8,4,16
21_78_p3_677d8743-42cf-44ad-b4e3-29ca9dfd2329,2021,7-8,4,18
21_78_p3_6626de91-43b9-4139-928f-d8bff0d56288,2021,7-8,4,20
21_78_p3_2e808673-758d-40fa-aedf-61141d36c4cb,2021,7-8,5,21
21_78_p4_b0fffe4c-fd8c-4a09-954b-83bda5c610ad,2021,7-8,5,26
21_78_p4_8bbbe6a2-0151-4a6e-91be-fa8c937278cf,2021,7-8,5,28
21_78_p4_275416f4-eb16-4616-897a-9683b9709fed,2021,7-8,5,29
21_78_p4_884de92f-0027-4bc9-9b35-764fa302ecf6,2021,7-8,5,30
21_910_p1_231d805c-383c-4f9d-806c-ff7c2197dd8e,2021,9-10,3,3
21_910_p1_ccd0e71c-bab8-44e3-8477-e387d7bbc7d8,2021,9-10,3,4
21_910_p1_ac2ee2d0-dcc1-4436-a740-5889968148db,2021,9-10,3,6
21_910_p2_af9a19c4-0672-4de1-af57-a59e27992797,2021,9-10,3,8
21_910_p2_cbae0bc9-a9d9-4e05-b671-3c19dca073ea,2021,9-10,4,12
21_910_p2_9d5c09ca-1475-457e-b66f-2f0b22fa96e2,2021,9-10,4,13
21_910_p3_546598a9-732e-4e7b-84d5-dc3a6b85c9bd,2021,9-10,4,15
21_910_p3_15418b41-bdf3-419e-95d3-4c8cd38ef689,2021,9-10,4,17
21_910_p3_643470c9-4905-4077-b2fc-ad1a2b8c926d,2021,9-10,4,19
21_910_p3_5a27db09-908d-4452-a19b-d27cb5954265,2021,9-10,4,20
21_910_p3_74cda6c3-8959-4151-adaf-a03ccff58aba,2021,9-10,5,21
21_910_p4_53a6629d-ce52-450c-bbac-850dd5d68a80,2021,9-10,5,24
21_910_p4_b0c88155-f846-4f95-a13a-35b509be3799,2021,9-10,5,30
22_1113_p1_2ca159a6-4cde-4238-9d58-d7a5684cd09f,2022,11-13,3,5
22_1113_p1_35f2af6d-47df-455e-b807-77ccdd225a03,2022,11-13,3,6
22_1113_p1_d6fa5ffa-f440-4d8c-a3f8-b0e2fbf55252,2022,11-13,3,7
22_1113_p2_7c1308e9-e154-4f75-8dd5-59f8e70871f5,2022,11-13,3,9
22_1113_p2_992193ff-0f43-4a75-90c6-6c3908e02da6,2022,11-13,4,11
22_1113_p2_798c5aa7-e527-4c6c-8693-c16715d249d9,2022,11-13,4,12
22_1113_p2_217f8518-9d74-4632-b3f8-1d28bb66b0b0,2022,11-13,4,14
22_1113_p2_5c3fd360-7e97-4529-b886-9b5227164f51,2022,11-13,4,16
22_1113_p3_f79a5774-7b7d-4c06-8d0d-42c97f7fda5e,2022,11-13,5,21
22_1113_p4_27d52196-611f-425d-9729-383e0d0c2dd9,2022,11-13,5,23
22_1113_p4_97a599e0-c7ad-4f59-8677-1c1a6073ec35,2022,11-13,5,24
22_1113_p4_e615cd5b-4d0a-42dd-bf7d-3753a7dba4a4,2022,11-13,5,26
22_1113_p4_e4fb4f3c-b461-447c-b89c-357d86599411,2022,11-13,5,28
22_34_p1_6e615562-54fd-4858-84f0-828001518017,2022,3-4,3,1
22_34_p1_f70e1786-84bf-4f50-b3f3-2a18313479b0,2022,3-4,3,3
22_34_p1_92974dd0-7bd3-4c7f-a8b7-accf624d7b86,2022,3-4,3,4
22_34_p2_729e1b94-baa4-42c9-bcb8-143553a5ad67,2022,3-4,3,7
22_34_p2_008904d5-95ec-4588-9706-0dfa1bd18796,2022,3-4,4,9
22_34_p3_fa98915a-647d-4fef-b1b5-233dbd81ba20,2022,3-4,4,14
22_34_p3_ea1c217d-8b8a-48c2-a2b2-66e4e8e263cf,2022,3-4,5,17
22_34_p4_493fd797-4da6-4646-93fb-32583f1da142,2022,3-4,5,19
22_34_p4_f3bf611e-b6b7-487f-94c8-3279ec03842e,2022,3-4,5,21
22_34_p4_baf5e96a-690b-4571-952b-c58af9a27373,2022,3-4,5,22
22_34_p4_116c74ca-e3ef-4758-9ab2-ce740bc1e9c4,2022,3-4,5,24
22_56_p1_bd40212c-17e8-4ae4-9946-7d248fd0e508,2022,5-6,3,2
22_56_p1_76e00b9b-699f-44d4-af4f-fbfda2a70913,2022,5-6,3,5
22_56_p2_e6e3984f-fca9-4c4d-ad50-c332fcfc5376,2022,5-6,3,6
22_56_p2_45ccc792-2354-48df-86da-14ffe7339d04,2022,5-6,3,7
22_56_p2_42bb672e-8dcc-49e1-869f-45fdfcd0e180,2022,5-6,4,9
22_56_p2_9765cad7-a277-4233-8b67-def08b78c5ea,2022,5-6,4,12
22_56_p3_d1f5920f-542f-4269-8f66-a2526bc813da,2022,5-6,4,13
22_56_p3_19637044-301c-4b28-bc9e-78b387ef2a32,2022,5-6,4,15
22_56_p3_ecae3bbf-726a-4ae7-940f-b1065f991a9a,2022,5-6,5,17
22_56_p3_0548e53a-7264-4069-9032-e63e374a07d5,2022,5-6,5,18
22_56_p4_1a7193c1-4040-4b11-8dff-39424b079d64,2022,5-6,5,19
22_56_p4_ca1faae2-5943-4ec4-8af9-d92537f1e471,2022,5-6,5,20
22_56_p4_f84fd633-2d3a-47bc-bffc-5d982320134e,2022,5-6,5,21
22_78_p1_bccc03b4-c8ef-4d0d-9dc6-9d7de93ea6cb,2022,7-8,3,2
22_78_p1_fdf7c848-b409-4ada-a686-f286df3244a7,2022,7-8,3,4
22_78_p1_51929b6b-582f-4792-b0ec-5592485fd422,2022,7-8,3,5
22_78_p1_d2139a2a-626b-4212-a110-8c6595a8503d,2022,7-8,3,7
22_78_p2_dc5e07be-fe10-4cc2-9050-243a39832771,2022,7-8,3,8
22_78_p2_9ed24691-25fd-4b1e-9c9b-e9adf80a5b5c,2022,7-8,3,10
22_78_p2_7cdc1d00-2aa5-4639-b47d-8d4b0ce99aaf,2022,7-8,4,11
22_78_p2_cf709166-24ab-42fc-a5bd-a17fd99fe959,2022,7-8,4,12
22_78_p2_929a9947-25b5-4c6a-8a8f-637a17c4a201,2022,7-8,4,13
22_78_p2_cb6184e8-b2ac-4175-8771-6f4cba956ca5,2022,7-8,4,14
22_78_p2_171fa62c-e9d1-49a8-926f-b4c6040403ec,2022,7-8,4,15
22_78_p3_1cfcf5fb-ccda-4906-acc7-925c95b53b3f,2022,7-8,4,17
22_78_p3_1780c633-71a2-4015-aa38-ea0a35879b90,2022,7-8,4,18
22_78_p3_251fa04f-db58-4a74-8e4c-28595b45018e,2022,7-8,4,20
22_78_p3_412337c0-e415-47a1-8a62-0d1c8c7be58e,2022,7-8,5,22
22_78_p4_8428fcd7-a5ca-489f-85c6-cad975f26e00,2022,7-8,5,25
22_78_p4_4510fa1c-335b-4888-b93f-18d9491c0342,2022,7-8,5,27
22_78_p4_2600ca59-2bfa-4ef3-ae0e-e91c8d285e5a,2022,7-8,5,29
22_910_p1_b4c9b68f-ad05-460c-9a29-abe1b0e1e926,2022,9-10,3,4
22_910_p1_aaed43ce-fd39-4e2a-b0ec-af5e630f1d16,2022,9-10,3,5
22_910_p1_41b04622-13a6-4327-b37c-f4fbd4bb7540,2022,9-10,3,7
22_910_p2_bb7cbf07-2e20-4366-9662-5c8f2c611497,2022,9-10,4,11
22_910_p2_8a7d391f-667b-49ab-8d07-b69d8b104601,2022,9-10,4,12
22_910_p2_8094c7e9-badd-4ded-befc-08cd917a04d4,2022,9-10,4,13
22_910_p3_88306e8c-773f-4585-96a6-fcad0ff57c78,2022,9-10,4,15
22_910_p3_14a4394e-627f-42c3-870b-a809615ab82b,2022,9-10,4,17
22_910_p3_e55c8216-b0e1-4287-9365-d444de181be5,2022,9-10,4,19
22_910_p3_6be6a55d-7702-4fca-97b6-5b540b62209f,2022,9-10,4,20
22_910_p3_1ef076de-8049-4a06-aea8-3393f1d6e2d9,2022,9-10,5,21
22_910_p3_d3937ddd-a8a8-4ff0-860a-af77f21a1f9d,2022,9-10,5,22
22_910_p4_906fabbd-4d6e-49ed-90df-96efb8e5761d,2022,9-10,5,25
22_910_p4_6a90a54f-34d9-4a14-8fca-8ce30dc832fa,2022,9-10,5,28
22_910_p4_a1d01d85-54b6-4b56-a8ff-d2215925ee01,2022,9-10,5,29
23_1113_p1_c01186f5-20d8-419a-8054-e3cca14b2348,2023,11-13,3,3
23_1113_p1_6ef453b0-ebd2-4bd7-b1ca-71ef3a0eb659,2023,11-13,3,4
23_1113_p1_a4b7d54b-b3f2-46d2-86c6-82c67df8d3ae,2023,11-13,3,6
23_1113_p2_2db04a66-69ad-42e5-a3bb-52ea9df521c3,2023,11-13,3,8
23_1113_p2_0f4af772-9fd2-4dea-ad31-02411a485d24,2023,11-13,4,13
23_1113_p3_646fb0ea-733c-4675-a28e-9c887a592569,2023,11-13,4,15
23_1113_p3_d69ad909-9817-4a5e-8655-9757d2fb6894,2023,11-13,4,17
23_1113_p3_dde0d50f-877e-4359-873b-45a0718bf56c,2023,11-13,4,19
23_1113_p3_ce901fc2-be07-43c2-b18e-dbf89f4a6ed7,2023,11-13,4,20
23_1113_p3_d5383380-171e-4c1f-9681-fea66d415358,2023,11-13,5,22
23_1113_p4_d81c2e91-b690-4cac-b7b3-bcab5edd9afa,2023,11-13,5,24
23_1113_p4_c9dd8338-6d3f-4ded-bcee-3ae8dca39494,2023,11-13,5,27
23_1113_p4_d454e9ea-b1ae-4c3c-9eeb-cc1c40685e83,2023,11-13,5,30
23_34_p1_c25035a0-217d-483c-8a17-aa995685ac67,2023,3-4,3,1
23_34_p1_5cf206f1-b47e-462b-9c0c-3b887f0a856c,2023,3-4,3,2
23_34_p1_a5db2beb-6375-4d88-8590-c08b95b31d27,2023,3-4,3,3
23_34_p2_73cf9128-16c8-4c4f-923c-c9648aefa12b,2023,3-4,3,6
23_34_p2_53046842-e125-40f9-8e57-f2002822d342,2023,3-4,3,8
23_34_p2_fe9412a0-61de-4b54-a312-612e45c6350b,2023,3-4,4,10
23_34_p3_4bcfe224-54d7-417c-8ad0-be0e6a2a472d,2023,3-4,4,13
23_34_p3_ba5069e6-c2ce-406f-8752-bf4ec63a49db,2023,3-4,4,14
23_34_p3_dd8f51d0-36d0-4c74-93cc-7065643b6dc5,2023,3-4,4,16
23_34_p3_5f7fcc44-ae3c-4f85-80cd-14691449c0e9,2023,3-4,5,17
23_34_p4_81828173-6fcb-4fe9-95a1-c81261f55548,2023,3-4,5,21
23_34_p4_c0fb71f2-f075-4a2b-a142-1c248303ce0c,2023,3-4,5,22
23_56_p1_20f5ad11-b013-4b83-b834-b47e484a848a,2023,5-6,3,2
23_56_p1_7cba114e-f88b-4590-91e9-d3ed6d37e486,2023,5-6,3,4
23_56_p1_bd22b19c-1d70-44b7-8241-30c698a2746f,2023,5-6,3,5
23_56_p1_ea9cbcfa-70b9-4750-8680-5757bc32511d,2023,5-6,3,6
23_56_p2_687d09fb-0e44-4c4a-80ef-64c5b558baef,2023,5-6,4,9
23_56_p2_9d4a9109-125b-4509-b525-7b158e49835e,2023,5-6,4,10
23_56_p2_fb5b211a-3cee-4cdd-91ae-65a5439f57d3,2023,5-6,4,12
23_56_p3_f0931299-c20c-4e02-8513-f49fe6292e54,2023,5-6,4,14
23_56_p3_46283efa-fa32-4e04-8b17-4cfc506b8a36,2023,5-6,4,15
23_56_p3_dca36a9e-683b-4049-9623-2bfca0801a8f,2023,5-6,5,19
23_56_p4_e4983d34-57e5-4323-a8a6-1ff0355e7f7d,2023,5-6,5,21
23_56_p4_3aadba0d-f3de-4121-91dc-41b77abba1c2,2023,5-6,5,22
23_78_p1_d511b357-a6d2-42db-8420-7f37c88ec901,2023,7-8,3,4
23_78_p2_7a11845f-6ade-4787-9947-fb9c311cd65c,2023,7-8,3,8
23_78_p2_24d9a8c3-bd5c-4a5a-bfc0-8b9971e3267f,2023,7-8,3,10
23_78_p2_cf3b262e-e1bb-41d6-913f-535f7cd063c0,2023,7-8,4,11
23_78_p2_1565333e-6795-48cc-a8a1-1d558a229907,2023,7-8,4,12
23_78_p2_ba35cb44-224b-461f-b7d6-7df539e343a8,2023,7-8,4,14
23_78_p3_252625cc-54fe-4b8a-8c12-87c788bcf3bc,2023,7-8,4,16
23_78_p3_e526d31f-8842-4f3f-badb-aa84d80b3407,2023,7-8,4,18
23_78_p3_a30402a4-5c15-41d5-90de-05c90d48eb3e,2023,7-8,4,20
23_78_p3_beee3ea2-1845-48c0-9ef2-66ee7e03f5a9,2023,7-8,5,22
23_78_p4_411f9ade-ca26-4ce3-9e2e-d4b72e576877,2023,7-8,5,25
23_78_p4_447e5227-c825-4036-a35f-049d318e9c53,2023,7-8,5,27
23_78_p4_09ef5ac7-3370-4f15-80ce-4a39d2257ceb,2023,7-8,5,28
23_78_p4_3a037267-3260-4c0b-adc8-92d6cdcff470,2023,7-8,5,29
23_910_p1_a3c967a1-f3ea-44cb-9122-9427ff0cf94e,2023,9-10,3,5
23_910_p2_48339809-ddf3-45ce-896f-1a51c75edafe,2023,9-10,3,7
23_910_p2_9b71c747-be7d-41c4-a6c2-dbe75dd7196c,2023,9-10,3,10
23_910_p2_fccd3dc9-d541-447b-b314-97264a6e6d19,2023,9-10,4,12
23_910_p2_cd9cea8b-428e-41bc-bc81-c6bac8f1bbab,2023,9-10,4,14
23_910_p3_c3eda677-aec1-48ec-af08-4baba6e507f8,2023,9-10,4,16
23_910_p3_0dc0b951-3d6b-40db-a4ed-246b9a99a991,2023,9-10,4,19
23_910_p3_08ee1ab0-af5b-4534-95e6-66871d22625d,2023,9-10,5,21
23_910_p4_675efe14-ffb8-402f-9bcf-9e9d5a827c44,2023,9-10,5,24
23_910_p4_f85763b9-9237-4801-ba72-5c83932ab9f8,2023,9-10,5,27
23_910_p4_c4312b4a-c674-40f4-af57-b49a84396a9a,2023,9-10,5,29
23_910_p4_d2d82174-4fa9-44c7-8206-20b40055ced8,2023,9-10,5,30
24_1113_p1_08557b00-3a5c-4578-8ac0-93d56c308558,2024,11-13,3,2
24_1113_p1_8650b4fc-55bd-42b6-b0bd-517df5ead90e,2024,11-13,3,4
24_1113_p2_dbe6666f-3395-4091-8c8b-6c814f4754f5,2024,11-13,3,8
24_1113_p2_e677fd3e-3472-4c23-b3fb-4567268a1cc3,2024,11-13,3,9
24_1113_p2_18208b1d-2001-497c-bd30-de9856a38ff0,2024,11-13,4,13
24_1113_p3_ff459802-c336-4d42-979e-c01c05d2b6eb,2024,11-13,4,15
24_1113_p3_5579b07c-1d81-43bc-9ee4-a8ddcb72cbb6,2024,11-13,4,17
24_1113_p3_40bb00d3-5ad2-48a3-bdd6-3ae7b982f0ab,2024,11-13,4,20
24_1113_p3_ee4fd9e7-c702-4f31-b76f-f026b821b092,2024,11-13,5,21
24_1113_p4_869166e5-14b2-4085-a7bf-0605c4ae47c9,2024,11-13,5,23
24_1113_p4_1ffa1ba9-2069-4dba-8721-9db3e7a89b29,2024,11-13,5,26
24_1113_p4_94b9c3a5-231f-4458-923f-a1ca3b453515,2024,11-13,5,29
24_34_p1_e04d4b4c-6cbc-4131-8956-1f7f8ea1a317,2024,3-4,3,1
24_34_p1_1fe2a782-916d-4a68-95e7-9632491c8ce1,2024,3-4,3,3
24_34_p1_ea64b50a-a4ff-46a4-9449-c83161f2cfbe,2024,3-4,3,5
24_34_p2_9e08a76f-3982-4772-87c0-6d5a80c93791,2024,3-4,3,7
24_34_p2_f032f0ad-1ec2-4bf4-8cf2-75d12492f1cc,2024,3-4,4,9
24_34_p2_cb3d3eb2-dd6c-4814-9124-2254fe357593,2024,3-4,4,10
24_34_p3_9a7d8e2b-ec61-49ac-a64f-9498ca37e232,2024,3-4,4,12
24_34_p3_49cf7eda-8b70-4a78-b7ad-30b19b3b85f5,2024,3-4,4,13
24_34_p3_24fb23b3-4e84-4b2b-90f0-a8cd26b8e15c,2024,3-4,4,14
24_34_p3_fc7412ac-fdad-4412-8cc8-174c4b472ecb,2024,3-4,4,15
24_34_p3_0ec454c1-2765-4d34-b489-f7100fa0446d,2024,3-4,5,17
24_34_p3_4b6a1fc7-aa8e-4287-af25-e7d5f9a41eb4,2024,3-4,5,18
24_34_p4_df295cac-4ee3-4850-993d-ec8ecd98f6ac,2024,3-4,5,19
24_34_p4_b67fc3a7-fd02-44a5-9190-9fd6e1c9a8e2,2024,3-4,5,21
24_34_p4_48640178-fb3f-48ad-ab00-204b9a5ed887,2024,3-4,5,22
24_34_p4_15ccbf42-e26d-43da-8b8c-589e40c1c1fb,2024,3-4,5,23
24_56_p1_0c9d26bc-511d-44a9-bc94-7600764183ca,2024,5-6,3,1
24_56_p1_aea0efdd-9fd7-496f-9493-8b413383b336,2024,5-6,3,2
24_56_p1_dad1b0fd-beff-4f20-871d-0278eedec4d7,2024,5-6,3,4
24_56_p2_62184f7b-d4e0-4f99-9f6f-b951f5490077,2024,5-6,4,9
24_56_p2_68f6104d-c158-4f77-b9b1-03cced9c1112,2024,5-6,4,10
24_56_p2_213a1d8a-c72d-4184-ae39-f09d1c1f3449,2024,5-6,4,11
24_56_p3_fe4a38b4-0809-43c9-84bd-78bbe002f2ab,2024,5-6,4,12
24_56_p3_bf628d45-b51c-4900-816e-87967be54bac,2024,5-6,4,13
24_56_p3_7688bf14-e8d4-446b-a14f-151ab70ceafb,2024,5-6,4,15
24_56_p3_92a3f498-8321-42ce-9f32-8487b51bce8f,2024,5-6,4,16
24_56_p3_040a732f-6935-4bf8-9756-90d52172b43a,2024,5-6,5,17
24_56_p4_2d584e69-7bb3-4b63-a97d-591078eebb59,2024,5-6,5,19
24_56_p4_60072403-d8f9-4263-bf16-ece379aa38ec,2024,5-6,5,21
24_56_p4_0b47bfd6-7778-479d-aed3-06e626952bbf,2024,5-6,5,22
24_78_p1_1c43f84b-13ef-4311-8daa-9700852bf174,2024,7-8,3,4
24_78_p1_a426c69c-9f69-45e0-8578-cded45898159,2024,7-8,3,5
24_78_p1_5673e13d-8a0c-4dca-9a2c-f38d5e5656ff,2024,7-8,3,7
24_78_p2_b220d6c2-eb86-4d62-8144-2ae6c43ccb75,2024,7-8,3,8
24_78_p2_44ea80b9-26c7-4593-88a9-554ef211f0f7,2024,7-8,3,9
24_78_p2_d74ae0f0-f5ee-4102-8d30-d94c1dd7384e,2024,7-8,3,10
24_78_p2_e4c1d6e9-1a66-4a00-80c9-323d51cc4e74,2024,7-8,4,13
24_78_p2_71bf4180-c354-4c72-9aff-29fddf497a36,2024,7-8,4,14
24_78_p2_58c19a9f-c23d-438a-8cc5-61096d543e0b,2024,7-8,4,15
24_78_p3_305adac1-52af-402b-bed1-f0b5f68fc57a,2024,7-8,4,16
24_78_p3_794071b5-54dc-4748-ad71-c76b13db3b94,2024,7-8,4,18
24_78_p3_d04ba3ad-96a7-43a6-bab3-0e97a712002e,2024,7-8,4,20
24_78_p3_62689932-7fc1-44fc-95da-7aa311bd036e,2024,7-8,5,21
24_78_p3_d21ac272-dad5-410b-8640-8a8d4642bd27,2024,7-8,5,23
24_78_p4_a0221054-52dc-4c85-92b4-37f5426eb7cf,2024,7-8,5,25
24_78_p4_635f6abd-a68d-4548-a55b-7304df14150a,2024,7-8,5,27
24_78_p4_ad9432cd-0397-4432-9b40-19323c4d57e5,2024,7-8,5,28
24_78_p4_0be0cb6a-b605-4ecb-bc32-f4cebe775da2,2024,7-8,5,29
24_910_p1_836516d0-20c8-433c-b5f8-ac92e7cc2bde,2024,9-10,3,3
24_910_p1_1a3e48fc-4218-4d64-9e6f-18c0b6de9554,2024,9-10,3,5
24_910_p1_5281e27a-9dda-47fb-bf03-784613da61b7,2024,9-10,3,7
24_910_p2_1077750f-780c-48db-af5d-dfc619fa43e3,2024,9-10,3,8
24_910_p2_c87d4994-d7da-48b6-833e-f26b3d022358,2024,9-10,3,10
24_910_p2_c3e3ee20-a34e-44c0-9884-e553ea2b9d05,2024,9-10,4,11
24_910_p2_93be6440-7820-4bde-98b2-c8eb93035124,2024,9-10,4,12
24_910_p2_f396129a-5399-4053-884e-f06693e868d6,2024,9-10,4,14
24_910_p2_d80a5726-4fa6-40cb-a7ea-dd608ff8a023,2024,9-10,4,15
24_910_p3_dd61ef3f-21aa-4458-8ca5-df513b6f5519,2024,9-10,4,17
24_910_p3_01fb84df-3db5-496b-8448-c88cd480a009,2024,9-10,4,19
24_910_p3_8b041562-c638-4914-b348-85bd0f1d8137,2024,9-10,5,22
24_910_p4_4921aa50-ed43-4e10-af2b-821375c6114a,2024,9-10,5,24
24_910_p4_e513e2f7-dee2-4708-beb4-4a546347d1ad,2024,9-10,5,26
24_910_p4_b448b2c7-2fe8-4690-b975-f7aa0ac3ae77,2024,9-10,5,29
25_1113_p1_6dd6c689-b17a-4039-8538-b0717b594b32,2025,11-13,3,4
25_1113_p1_9c74fc68-099e-42c5-83c6-2aeaebd8c926,2025,11-13,3,6
25_1113_p2_9e28cf09-523e-4b24-a237-bad29296dcab,2025,11-13,4,13
25_1113_p2_ab870351-ddad-4293-b3af-566a035d2fd2,2025,11-13,4,14
25_1113_p3_c9c90b8a-72be-4782-924d-ef10a0163fed,2025,11-13,4,17
25_1113_p3_9bd9d164-3513-4daf-b391-3411df00d09d,2025,11-13,4,19
25_1113_p3_a7a9302a-bf0e-424b-a268-1a8fb73211cb,2025,11-13,4,20
25_1113_p3_7491f759-cf9b-4122-9535-432699104245,2025,11-13,5,22
25_1113_p3_f5308c8f-78a9-4fc8-97d9-c95ae163b489,2025,11-13,5,23
25_1113_p4_d0adcf44-3a43-4073-9031-374ea0385137,2025,11-13,5,24
25_1113_p4_12e548e3-7178-4ca8-b213-d80ce67aecb4,2025,11-13,5,25
25_1113_p4_ebdd6482-c0da-4d10-bf25-46f63780a962,2025,11-13,5,27
25_1113_p4_629b6a06-3382-4707-93c8-bf3385efa086,2025,11-13,5,28
